resource_id,category,resource_type,raw_resource_type,name,arn,service,account_id,region
aws:resource:arn:aws:s3:::composer-payments.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-payments.appguyver.com,arn:aws:s3:::composer-payments.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-payments.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-payments.appgyver.academy,arn:aws:s3:::composer-payments.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-payments.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-payments.appgyver.black,arn:aws:s3:::composer-payments.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-platform.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-platform.apguyver.com,arn:aws:s3:::composer-platform.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-platform.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-platform.apgyver.com,arn:aws:s3:::composer-platform.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-platform.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-platform.apparchitect.com,arn:aws:s3:::composer-platform.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-platform.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-platform.appguyver.com,arn:aws:s3:::composer-platform.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-platform.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-platform.appgyver.academy,arn:aws:s3:::composer-platform.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-platform.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-platform.appgyver.black,arn:aws:s3:::composer-platform.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-preview.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-preview.apguyver.com,arn:aws:s3:::composer-preview.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-preview.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-preview.apgyver.com,arn:aws:s3:::composer-preview.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-preview.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-preview.apparchitect.com,arn:aws:s3:::composer-preview.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-preview.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-preview.appguyver.com,arn:aws:s3:::composer-preview.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-preview.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-preview.appgyver.academy,arn:aws:s3:::composer-preview.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-preview.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-preview.appgyver.black,arn:aws:s3:::composer-preview.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-proxy.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-proxy.apguyver.com,arn:aws:s3:::composer-proxy.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-proxy.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-proxy.apgyver.com,arn:aws:s3:::composer-proxy.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-proxy.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-proxy.apparchitect.com,arn:aws:s3:::composer-proxy.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-proxy.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-proxy.appguyver.com,arn:aws:s3:::composer-proxy.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-proxy.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-proxy.appgyver.academy,arn:aws:s3:::composer-proxy.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-proxy.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-proxy.appgyver.black,arn:aws:s3:::composer-proxy.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-reloaded.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-reloaded.apguyver.com,arn:aws:s3:::composer-reloaded.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-reloaded.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-reloaded.apgyver.com,arn:aws:s3:::composer-reloaded.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-reloaded.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-reloaded.apparchitect.com,arn:aws:s3:::composer-reloaded.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-reloaded.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-reloaded.appguyver.com,arn:aws:s3:::composer-reloaded.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-reloaded.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-reloaded.appgyver.academy,arn:aws:s3:::composer-reloaded.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-reloaded.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-reloaded.appgyver.black,arn:aws:s3:::composer-reloaded.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-restfile.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-restfile.apguyver.com,arn:aws:s3:::composer-restfile.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-restfile.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-restfile.apgyver.com,arn:aws:s3:::composer-restfile.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-restfile.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-restfile.apparchitect.com,arn:aws:s3:::composer-restfile.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-restfile.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-restfile.appguyver.com,arn:aws:s3:::composer-restfile.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-restfile.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-restfile.appgyver.academy,arn:aws:s3:::composer-restfile.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-restfile.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-restfile.appgyver.black,arn:aws:s3:::composer-restfile.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ruukkipct.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ruukkipct.apguyver.com,arn:aws:s3:::composer-ruukkipct.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ruukkipct.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ruukkipct.apgyver.com,arn:aws:s3:::composer-ruukkipct.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ruukkipct.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ruukkipct.apparchitect.com,arn:aws:s3:::composer-ruukkipct.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ruukkipct.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ruukkipct.appguyver.com,arn:aws:s3:::composer-ruukkipct.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ruukkipct.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ruukkipct.appgyver.academy,arn:aws:s3:::composer-ruukkipct.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ruukkipct.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ruukkipct.appgyver.black,arn:aws:s3:::composer-ruukkipct.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-secure.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-secure.apguyver.com,arn:aws:s3:::composer-secure.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-secure.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-secure.apgyver.com,arn:aws:s3:::composer-secure.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-secure.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-secure.apparchitect.com,arn:aws:s3:::composer-secure.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-secure.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-secure.appguyver.com,arn:aws:s3:::composer-secure.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-secure.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-secure.appgyver.academy,arn:aws:s3:::composer-secure.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-secure.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-secure.appgyver.black,arn:aws:s3:::composer-secure.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-server.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-server.apguyver.com,arn:aws:s3:::composer-server.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-server.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-server.apgyver.com,arn:aws:s3:::composer-server.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-server.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-server.apparchitect.com,arn:aws:s3:::composer-server.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-server.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-server.appguyver.com,arn:aws:s3:::composer-server.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-server.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-server.appgyver.academy,arn:aws:s3:::composer-server.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-server.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-server.appgyver.black,arn:aws:s3:::composer-server.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-share.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-share.apguyver.com,arn:aws:s3:::composer-share.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-share.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-share.apgyver.com,arn:aws:s3:::composer-share.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-share.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-share.apparchitect.com,arn:aws:s3:::composer-share.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-share.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-share.appguyver.com,arn:aws:s3:::composer-share.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-share.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-share.appgyver.academy,arn:aws:s3:::composer-share.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-share.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-share.appgyver.black,arn:aws:s3:::composer-share.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-status.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-status.apguyver.com,arn:aws:s3:::composer-status.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-status.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-status.apgyver.com,arn:aws:s3:::composer-status.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-status.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-status.apparchitect.com,arn:aws:s3:::composer-status.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-status.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-status.appguyver.com,arn:aws:s3:::composer-status.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-status.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-status.appgyver.academy,arn:aws:s3:::composer-status.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-status.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-status.appgyver.black,arn:aws:s3:::composer-status.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-support.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-support.apguyver.com,arn:aws:s3:::composer-support.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-support.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-support.apgyver.com,arn:aws:s3:::composer-support.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-support.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-support.apparchitect.com,arn:aws:s3:::composer-support.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-support.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-support.appguyver.com,arn:aws:s3:::composer-support.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-support.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-support.appgyver.academy,arn:aws:s3:::composer-support.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-support.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-support.appgyver.black,arn:aws:s3:::composer-support.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-tracker.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-tracker.apguyver.com,arn:aws:s3:::composer-tracker.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-tracker.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-tracker.apgyver.com,arn:aws:s3:::composer-tracker.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-tracker.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-tracker.apparchitect.com,arn:aws:s3:::composer-tracker.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-tracker.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-tracker.appguyver.com,arn:aws:s3:::composer-tracker.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-tracker.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-tracker.appgyver.academy,arn:aws:s3:::composer-tracker.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-tracker.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-tracker.appgyver.black,arn:aws:s3:::composer-tracker.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-transdolan.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-transdolan.apguyver.com,arn:aws:s3:::composer-transdolan.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-transdolan.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-transdolan.apgyver.com,arn:aws:s3:::composer-transdolan.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-transdolan.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-transdolan.apparchitect.com,arn:aws:s3:::composer-transdolan.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-transdolan.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-transdolan.appguyver.com,arn:aws:s3:::composer-transdolan.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-transdolan.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-transdolan.appgyver.academy,arn:aws:s3:::composer-transdolan.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-transdolan.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-transdolan.appgyver.black,arn:aws:s3:::composer-transdolan.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ui.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ui.apguyver.com,arn:aws:s3:::composer-ui.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ui.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ui.apgyver.com,arn:aws:s3:::composer-ui.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ui.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ui.apparchitect.com,arn:aws:s3:::composer-ui.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ui.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ui.appguyver.com,arn:aws:s3:::composer-ui.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ui.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ui.appgyver.academy,arn:aws:s3:::composer-ui.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-ui.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-ui.appgyver.black,arn:aws:s3:::composer-ui.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-updates.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-updates.apguyver.com,arn:aws:s3:::composer-updates.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-updates.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-updates.apgyver.com,arn:aws:s3:::composer-updates.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-updates.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-updates.apparchitect.com,arn:aws:s3:::composer-updates.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-updates.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-updates.appguyver.com,arn:aws:s3:::composer-updates.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-updates.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-updates.appgyver.academy,arn:aws:s3:::composer-updates.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-updates.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-updates.appgyver.black,arn:aws:s3:::composer-updates.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www.apguyver.com,arn:aws:s3:::composer-www.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www.apgyver.com,arn:aws:s3:::composer-www.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www.apparchitect.com,arn:aws:s3:::composer-www.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www.appguyver.com,arn:aws:s3:::composer-www.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www.appgyver.academy,arn:aws:s3:::composer-www.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www.appgyver.black,arn:aws:s3:::composer-www.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www2.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www2.apguyver.com,arn:aws:s3:::composer-www2.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www2.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www2.apgyver.com,arn:aws:s3:::composer-www2.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www2.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www2.apparchitect.com,arn:aws:s3:::composer-www2.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www2.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www2.appguyver.com,arn:aws:s3:::composer-www2.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www2.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www2.appgyver.academy,arn:aws:s3:::composer-www2.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-www2.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-www2.appgyver.black,arn:aws:s3:::composer-www2.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-xml.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-xml.apguyver.com,arn:aws:s3:::composer-xml.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-xml.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-xml.apgyver.com,arn:aws:s3:::composer-xml.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-xml.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-xml.apparchitect.com,arn:aws:s3:::composer-xml.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-xml.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer-xml.appguyver.com,arn:aws:s3:::composer-xml.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-xml.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer-xml.appgyver.academy,arn:aws:s3:::composer-xml.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer-xml.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer-xml.appgyver.black,arn:aws:s3:::composer-xml.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer.apguyver.com,arn:aws:s3:::composer.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer.apgyver.com,arn:aws:s3:::composer.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer.apparchitect.com,arn:aws:s3:::composer.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer.appguyver.com,arn:aws:s3:::composer.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer.appgyver.academy,arn:aws:s3:::composer.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer.appgyver.black,arn:aws:s3:::composer.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-accounts.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-accounts.apguyver.com,arn:aws:s3:::composer2-accounts.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-accounts.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-accounts.apgyver.com,arn:aws:s3:::composer2-accounts.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-accounts.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-accounts.apparchitect.com,arn:aws:s3:::composer2-accounts.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-accounts.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-accounts.appguyver.com,arn:aws:s3:::composer2-accounts.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-accounts.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-accounts.appgyver.academy,arn:aws:s3:::composer2-accounts.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-accounts.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-accounts.appgyver.black,arn:aws:s3:::composer2-accounts.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-addons.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-addons.apguyver.com,arn:aws:s3:::composer2-addons.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-addons.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-addons.apgyver.com,arn:aws:s3:::composer2-addons.apgyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-addons.apparchitect.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-addons.apparchitect.com,arn:aws:s3:::composer2-addons.apparchitect.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-addons.appguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-addons.appguyver.com,arn:aws:s3:::composer2-addons.appguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-addons.appgyver.academy,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-addons.appgyver.academy,arn:aws:s3:::composer2-addons.appgyver.academy,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-addons.appgyver.black,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-addons.appgyver.black,arn:aws:s3:::composer2-addons.appgyver.black,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-admin.apguyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-admin.apguyver.com,arn:aws:s3:::composer2-admin.apguyver.com,s3,811596193553,us-west-2
aws:resource:arn:aws:s3:::composer2-admin.apgyver.com,RESOURCE,STORAGE,AWS::S3::Bucket,composer2-admin.apgyver.com,arn:aws:s3:::composer2-admin.apgyver.com,s3,811596193553,us-west-2
