event_id,category,event_type,event_source,raw_event_name,event_time,region,source_ip,user_agent,outcome,raw_log_ref
f146e1b4-5796-40b0-aa15-ba54d7d823d5,EVENT,READ,cloudfront.amazonaws.com,ListCloudFrontOriginAccessIdentities,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=f146e1b4-5796-40b0-aa15-ba54d7d823d5
8c58977-02ee-4dc3-8784-7f4bbe90c591,EVENT,READ,cloudfront.amazonaws.com,ListStreamingDistributions,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=8c58977-02ee-4dc3-8784-7f4bbe90c591
e2f01b9a-c3d5-4429-9a98-bc7774fb0c41,EVENT,READ,cloudfront.amazonaws.com,ListDistributions,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=e2f01b9a-c3d5-4429-9a98-bc7774fb0c41
64220d-0873-4ffb-bb1d-7b9d94c5c773,EVENT,READ,cloudfront.amazonaws.com,ListStreamingDistributions,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=64220d-0873-4ffb-bb1d-7b9d94c5c773
d35b87ef-fcbf-4091-802f-a6eafdce7132,EVENT,READ,cloudfront.amazonaws.com,ListStreamingDistributions,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=d35b87ef-fcbf-4091-802f-a6eafdce7132
0f24b61e-747e-42f0-ab44-bd9f3cf08c1b,EVENT,READ,cloudfront.amazonaws.com,ListCloudFrontOriginAccessIdentities,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=0f24b61e-747e-42f0-ab44-bd9f3cf08c1b
35e8c621-31e9-4b01-9b09-bb60b4b64638,EVENT,READ,apigateway.amazonaws.com,GetClientCertificates,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=35e8c621-31e9-4b01-9b09-bb60b4b64638
992db7f4-8a4b-472a-b983-bd94cab68af7,EVENT,READ,waf.amazonaws.com,GetChangeToken,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=992db7f4-8a4b-472a-b983-bd94cab68af7
5e4cf454-f463-48e7-a5d8-8e080598d97,EVENT,READ,snowball.amazonaws.com,ListClusters,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=5e4cf454-f463-48e7-a5d8-8e080598d97
233fb77a-f7ae-4607-866a-fa5fb5f48035,EVENT,READ,datapipeline.amazonaws.com,ListPipelines,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=233fb77a-f7ae-4607-866a-fa5fb5f48035
6b9529f4-f892-490e-8a48-7a76fa5d4ba4,EVENT,READ,securityhub.amazonaws.com,GetInvitationsCount,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=6b9529f4-f892-490e-8a48-7a76fa5d4ba4
c86b25f0-aa10-4de1-bc1c-d95372c4eae0,EVENT,READ,cloudfront.amazonaws.com,ListFieldLevelEncryptionProfiles,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=c86b25f0-aa10-4de1-bc1c-d95372c4eae0
4f98c7fd-c7e2-4aca-92b5-31f663273eed,EVENT,READ,cloudfront.amazonaws.com,ListCloudFrontOriginAccessIdentities,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=4f98c7fd-c7e2-4aca-92b5-31f663273eed
777ed5e6-ea6d-4808-845b-62297641f0e5,EVENT,READ,robomaker.amazonaws.com,ListDeploymentJobs,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=777ed5e6-ea6d-4808-845b-62297641f0e5
08d5f168-7650-4175-9675-6482dea8c44b,EVENT,READ,robomaker.amazonaws.com,ListSimulationApplications,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=08d5f168-7650-4175-9675-6482dea8c44b
2dee6040-6d72-4cef-aa27-1e0f03b6dade,EVENT,READ,servicecatalog.amazonaws.com,ListServiceActions,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=2dee6040-6d72-4cef-aa27-1e0f03b6dade
3c6b05e0-236c-45b9-b5e3-a60210a775953,EVENT,READ,ecs.amazonaws.com,ListTasks,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=3c6b05e0-236c-45b9-b5e3-a60210a775953
8fb54aaa-dd89-4bd7-89f6-67cdaf51059,EVENT,READ,secretsmanager.amazonaws.com,ListSecrets,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=8fb54aaa-dd89-4bd7-89f6-67cdaf51059
e297499c-3362-4226-8a45-2a3e8b10659,EVENT,READ,apigateway.amazonaws.com,GetApiKeys,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=e297499c-3362-4226-8a45-2a3e8b10659
44f547e3-ff6a-4e31-a725-96aeb16a5bd9,EVENT,READ,logs.amazonaws.com,DescribeResourcePolicies,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=44f547e3-ff6a-4e31-a725-96aeb16a5bd9
861cf02f-7b8b-4d21-abad-af54befd0211,EVENT,READ,logs.amazonaws.com,DescribeMetricFilters,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=861cf02f-7b8b-4d21-abad-af54befd0211
c129a3f8-bae4-4b38-9382-1f24e545c431,EVENT,READ,directconnect.amazonaws.com,DescribeInterconnects,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=c129a3f8-bae4-4b38-9382-1f24e545c431
71c88be9-ea5c-43c7-8c82-02ecb5ec7f09,EVENT,READ,directconnect.amazonaws.com,DescribeDirectConnectGateways,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=71c88be9-ea5c-43c7-8c82-02ecb5ec7f09
aa50b5bf-5f8a-495e-b486-8208b1eabe76,EVENT,READ,apigateway.amazonaws.com,GetSdkTypes,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=aa50b5bf-5f8a-495e-b486-8208b1eabe76
57f50af6-7ad5-464e-b429-d0f5cf6678a6,EVENT,READ,sagemaker.amazonaws.com,ListNotebookInstances,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=57f50af6-7ad5-464e-b429-d0f5cf6678a6
3d15326-23e7-4428-ae6d-04d5441797c6,EVENT,READ,sagemaker.amazonaws.com,ListCompilationJobs,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=3d15326-23e7-4428-ae6d-04d5441797c6
7bf71cb1-6859-4aef-af7b-a4f7421c8502,EVENT,READ,sagemaker.amazonaws.com,ListTransformJobs,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=7bf71cb1-6859-4aef-af7b-a4f7421c8502
f0026bf8-d7ca-4886-b948-88757fa7b868,EVENT,READ,appmesh.amazonaws.com,ListMeshes,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=f0026bf8-d7ca-4886-b948-88757fa7b868
e7c39c17-a85c-4cc4-a8f2-b3a65ea5dd57,EVENT,READ,apigateway.amazonaws.com,GetVpcLinks,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=e7c39c17-a85c-4cc4-a8f2-b3a65ea5dd57
65372d4-f32e-4fe1-9111-dbdfd6c3cea9,EVENT,READ,sns.amazonaws.com,ListPlatformApplications,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=65372d4-f32e-4fe1-9111-dbdfd6c3cea9
d089a88a-950d-4fed-89d1-6a924a2c43f4,EVENT,READ,sns.amazonaws.com,ListPhoneNumbersOptedOut,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=d089a88a-950d-4fed-89d1-6a924a2c43f4
594826a33-e356-4970-ad0b-6c26c2494745,EVENT,READ,guardduty.amazonaws.com,ListDetectors,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=594826a33-e356-4970-ad0b-6c26c2494745
c7d9edca-b09e-48a9-aa42-2f0ba371853b,EVENT,READ,apigateway.amazonaws.com,GetRestApis,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=c7d9edca-b09e-48a9-aa42-2f0ba371853b
ca6faa6b-7a30-4d0b-9175-7b73b9e6d12b,EVENT,READ,robomaker.amazonaws.com,ListRobotApplications,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=ca6faa6b-7a30-4d0b-9175-7b73b9e6d12b
52b51a82-ad9d-4c24-877d-7fd224dc8096,EVENT,READ,apigateway.amazonaws.com,GetDomainNames,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=52b51a82-ad9d-4c24-877d-7fd224dc8096
f6ac3760-756d-4db0-86f4-dc3ed720852d6,EVENT,READ,cloudfront.amazonaws.com,ListCloudFrontOriginAccessIdentities,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=f6ac3760-756d-4db0-86f4-dc3ed720852d6
093c9341-8652-4e8f-89d6-77a179ea8ff5,EVENT,READ,robomaker.amazonaws.com,ListSimulationJobs,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=093c9341-8652-4e8f-89d6-77a179ea8ff5
315a6713-2b28-433f-85a4-6748d05a30df,EVENT,READ,securityhub.amazonaws.com,GetEnabledStandards,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=315a6713-2b28-433f-85a4-6748d05a30df
789761c8-cd57-4ac9-8b8b-ccdb15c6f6dc,EVENT,READ,organizations.amazonaws.com,DescribeOrganization,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=789761c8-cd57-4ac9-8b8b-ccdb15c6f6dc
e179e21e-bf2a-4979-83c8-0ab520808e,EVENT,READ,datasync.amazonaws.com,ListTasks,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=e179e21e-bf2a-4979-83c8-0ab520808e
784cdeae-bb5e-4413-afbb-369cfc338606,EVENT,READ,guardduty.amazonaws.com,ListInvitations,2020-09-21T22:22:52Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=784cdeae-bb5e-4413-afbb-369cfc338606
d7e418c8-d0fb-455c-b6c7-c3af15aa9692,EVENT,READ,dynamodb.amazonaws.com,ListGlobalTables,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=d7e418c8-d0fb-455c-b6c7-c3af15aa9692
fb077586-fac2-4d07-91b4-0302a19c5db4,EVENT,READ,cloudfront.amazonaws.com,ListFieldLevelEncryptionConfigs,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=fb077586-fac2-4d07-91b4-0302a19c5db4
e73a448b-14db-424b-92c9-c351894bbd,EVENT,READ,cloudfront.amazonaws.com,ListCloudFrontOriginAccessIdentities,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=e73a448b-14db-424b-92c9-c351894bbd
74668b6a-0201-48f5-9c40-b651849a16b3,EVENT,READ,cloudfront.amazonaws.com,ListDistributions,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=74668b6a-0201-48f5-9c40-b651849a16b3
b6675ea6-7bba-4449-980e-a15317194a21,EVENT,READ,transcribe.amazonaws.com,ListTranscriptionJobs,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=b6675ea6-7bba-4449-980e-a15317194a21
c2e197135-9653-422c-aa4e-f9d32ce574c8,EVENT,READ,snowball.amazonaws.com,ListCompatibleImages,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=c2e197135-9653-422c-aa4e-f9d32ce574c8
01e4d42e-c28e-4f14-8614-452ee5e239d9,EVENT,READ,snowball.amazonaws.com,GetSnowballUsage,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=01e4d42e-c28e-4f14-8614-452ee5e239d9
d7d1d8d2-7a09-4ad7-b80f-5866990f4759,EVENT,READ,cloudfront.amazonaws.com,ListDistributions,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=d7d1d8d2-7a09-4ad7-b80f-5866990f4759
709543-8f31-4c29-aeb7-a73f256624b3,EVENT,READ,cloudfront.amazonaws.com,ListDistributions,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=709543-8f31-4c29-aeb7-a73f256624b3
0cd295bb-361b-4ab6-a36f-602ee6b176aa,EVENT,READ,cloudfront.amazonaws.com,ListFieldLevelEncryptionConfigs,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=0cd295bb-361b-4ab6-a36f-602ee6b176aa
44251-e12a-455c-b24e-33237c9de411,EVENT,READ,redshift.amazonaws.com,DescribeTableRestoreStatus,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=44251-e12a-455c-b24e-33237c9de411
4cc1e73d-1ed6-46de-9a3b-ff178b64e788,EVENT,READ,acm.amazonaws.com,ListCertificates,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=4cc1e73d-1ed6-46de-9a3b-ff178b64e788
1d916c97-9536-48d4-a9fa-316e43211f8b,EVENT,READ,amazonmq.amazonaws.com,ListConfigurations,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=1d916c97-9536-48d4-a9fa-316e43211f8b
9aee4e86-c2c2-44e6-bdb1-ff0efb436013f,EVENT,READ,cloudhsm.amazonaws.com,ListLunaClients,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=9aee4e86-c2c2-44e6-bdb1-ff0efb436013f
230736-44b0-4290-aa53-b57c5ffcaa79,EVENT,READ,servicecatalog.amazonaws.com,ListPortfolios,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=230736-44b0-4290-aa53-b57c5ffcaa79
768d25b8-a5e6-499a-af75-11f089567c926,EVENT,READ,secretsmanager.amazonaws.com,GetRandomPassword,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=768d25b8-a5e6-499a-af75-11f089567c926
e8e8bab5-690d-4bf8-84aa-b3ecceb2ea0c,EVENT,READ,redshift.amazonaws.com,DescribeHsmConfigurations,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=e8e8bab5-690d-4bf8-84aa-b3ecceb2ea0c
51e41b7d-bab4-4eb4-a4c2-27490c5f2fe,EVENT,READ,redshift.amazonaws.com,DescribeAccountAttributes,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=51e41b7d-bab4-4eb4-a4c2-27490c5f2fe
63e2271b-d06f-4bd7-a81b-8ef3f43efebb,EVENT,READ,redshift.amazonaws.com,DescribeHsmClientCertificates,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=63e2271b-d06f-4bd7-a81b-8ef3f43efebb
6593aeb6-18cc-46c1-ae46-b5b188c39a16,EVENT,READ,support.amazonaws.com,DescribeServices,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=6593aeb6-18cc-46c1-ae46-b5b188c39a16
14077ab0-0f48-4249-80fa-765ca9dac630,EVENT,READ,organizations.amazonaws.com,ListHandshakesForAccount,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=14077ab0-0f48-4249-80fa-765ca9dac630
68e51b36-b81c-4e26-bad7-baca15a19653,EVENT,READ,medialive.amazonaws.com,ListInputSecurityGroups,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=68e51b36-b81c-4e26-bad7-baca15a19653
3574a5f9-2189-49d6-b64d-6dc4a29e7b32,EVENT,READ,sagemaker.amazonaws.com,ListCodeRepositories,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=3574a5f9-2189-49d6-b64d-6dc4a29e7b32
29732c2a-2a42-476c-8f74-fcfcd237b380,EVENT,READ,sagemaker.amazonaws.com,ListTrainingJobs,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=29732c2a-2a42-476c-8f74-fcfcd237b380
f96a9040-1977-4f51-b9b2-6272be4f7233,EVENT,READ,sagemaker.amazonaws.com,ListLabelingJobs,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=f96a9040-1977-4f51-b9b2-6272be4f7233
887263f5-5176-472c-8abd-3f7492b32991,EVENT,READ,sagemaker.amazonaws.com,ListModels,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=887263f5-5176-472c-8abd-3f7492b32991
18231-5539-464e-b345-2474e00d8d37,EVENT,READ,sagemaker.amazonaws.com,ListNotebookInstanceLifecycleConfigs,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=18231-5539-464e-b345-2474e00d8d37
7ae9d4c7-9363-4175-8529-3ac77cc33c1f,EVENT,READ,sagemaker.amazonaws.com,ListAlgorithms,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=7ae9d4c7-9363-4175-8529-3ac77cc33c1f
8deec6c7-1d25-44c5-8a51-94f66edb5397,EVENT,READ,servicecatalog.amazonaws.com,GetAWSOrganizationsAccessStatus,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=8deec6c7-1d25-44c5-8a51-94f66edb5397
8a2e10da-6a91-4e5b-927b-b593405ff93e,EVENT,READ,directconnect.amazonaws.com,DescribeDirectConnectGatewayAssociations,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=8a2e10da-6a91-4e5b-927b-b593405ff93e
d9e12257-03fc-495c-b987-c5bd5cbe38da,EVENT,READ,directconnect.amazonaws.com,DescribeVirtualInterfaces,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=d9e12257-03fc-495c-b987-c5bd5cbe38da
3d7138d2-0526-41b9-8770-8eedb8bf222f,EVENT,READ,directconnect.amazonaws.com,DescribeLocations,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,SUCCESS,flaws_cloudtrail19.json#eventID=3d7138d2-0526-41b9-8770-8eedb8bf222f
42dfcada-45d1-477b-a0fd-3080c6855eb2,EVENT,READ,sagemaker.amazonaws.com,ListSubscribedWorkteams,2020-09-21T22:22:53Z,us-east-1,205.8.181.128,Boto3/1.15.2 Python/3.8.2 Linux/5.6.3-arch1-1 Botocore/1.18.2,FAILURE,flaws_cloudtrail19.json#eventID=42dfcada-45d1-477b-a0fd-3080c6855eb2
